Year,Region and country of birth,Total Permanent Residents,Percentage,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2013,Oman,73,0.01,0,0,0,0,14,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,16,0,0,7,0,0,0,0
2013,Pakistan,13251,1.34,44,3,74,42,1544,69,170,19,16,428,318,11,6,848,111,51,59,61,104,5,559,247,347,147,20,116,0,18,46,28,993,47,2556,210,0,182,99,31,398,37,36,0,103,1787,32,0,890,221,14,91,5
2013,Palau,16,0.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Panama,1234,0.12,7,0,17,6,107,11,7,3,6,266,59,0,0,31,10,4,6,6,17,0,35,32,5,5,11,14,0,6,8,3,38,8,199,35,0,10,0,5,19,4,16,0,19,102,4,3,54,15,0,5,0
2013,Papua New Guinea,27,0.0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0
2013,Paraguay,448,0.05,0,0,0,0,31,6,19,0,0,65,6,0,0,0,0,0,5,0,0,0,25,3,4,4,4,5,0,0,0,0,55,0,141,0,0,3,0,0,5,0,0,0,0,18,9,0,11,0,0,0,0
2013,Peru,12564,1.27,34,20,76,26,1885,146,396,18,38,2559,264,10,23,163,61,14,47,31,19,0,425,164,58,42,12,38,8,25,102,14,1800,12,1362,213,4,111,42,56,178,32,45,6,46,672,286,13,714,130,11,66,10
2013,Philippines,54446,5.5,196,611,880,161,20261,286,222,109,78,2608,498,3761,85,2460,354,143,190,194,232,47,1193,338,523,349,119,369,66,71,1674,78,2161,266,2700,726,204,557,188,373,585,58,257,39,485,2876,168,25,1226,1741,63,251,55
2013,Poland,6430,0.65,14,7,47,7,334,41,269,12,8,287,52,12,6,2067,31,10,5,10,10,5,46,179,123,18,0,22,4,9,26,13,750,3,1324,51,7,38,11,13,169,25,19,0,23,113,10,0,91,50,0,46,0
2013,Portugal,918,0.09,3,0,6,0,108,4,26,0,0,63,8,0,0,10,0,0,0,0,0,0,20,192,12,6,0,0,0,0,0,0,187,4,94,8,0,5,0,0,20,53,4,0,7,21,4,0,12,13,0,0,0
2013,Puerto Rico,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Qatar,191,0.02,0,0,6,0,32,0,0,0,0,5,9,0,0,7,0,0,8,0,0,0,13,3,7,0,0,4,0,0,0,0,14,0,13,5,0,4,0,0,3,0,0,0,0,23,0,0,11,0,0,3,0
2013,Romania,3773,0.38,12,0,138,13,485,47,54,15,7,376,154,8,13,359,31,8,10,6,29,8,84,81,148,18,3,32,0,8,56,17,116,8,402,57,5,122,13,69,102,14,29,5,35,168,12,0,158,204,8,19,0
2013,Russia,9753,0.98,35,21,75,21,1843,143,115,30,41,925,201,29,32,354,41,24,33,50,27,18,262,379,118,109,13,72,10,25,75,24,528,29,1614,164,9,166,31,104,353,22,72,6,82,394,46,12,304,579,13,57,12
2013,Rwanda,540,0.05,0,0,26,0,18,13,4,0,0,12,23,0,5,12,3,7,0,19,3,26,24,37,35,0,0,6,0,3,0,3,6,0,19,14,4,41,0,3,17,4,0,0,14,85,25,0,5,6,0,3,0
2013,Saint Kitts-Nevis,259,0.03,0,0,0,0,0,0,0,0,0,47,11,0,0,0,0,0,0,0,0,0,12,9,0,0,0,0,0,0,0,0,5,0,67,7,0,3,0,0,5,0,0,0,0,9,0,0,5,0,0,0,0
2013,Saint Lucia,853,0.09,0,3,0,0,10,0,30,5,0,124,16,0,0,0,3,0,0,0,10,0,25,17,4,3,0,0,0,0,0,0,32,0,413,11,0,8,0,0,15,0,0,0,3,24,0,0,3,0,0,4,0
2013,Saint Vincent and the Grenadines,529,0.05,0,4,0,0,5,0,6,3,0,44,15,0,0,0,0,0,0,0,3,0,11,15,0,0,0,0,0,0,0,0,21,0,332,0,0,4,0,0,19,0,0,0,6,6,0,0,3,0,0,0,0
2013,Samoa,237,0.02,0,17,0,0,71,0,0,0,0,3,3,35,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,39,0,0,31,0,0,0
2013,San Marino,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Sao Tome and Principe,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Saudi Arabia,1463,0.15,6,0,17,0,224,14,7,4,3,62,30,0,0,110,19,4,12,12,4,0,34,32,78,62,4,20,0,7,8,0,70,4,116,37,0,48,6,19,40,0,5,0,13,169,10,0,88,30,0,20,0
2013,Senegal,1340,0.14,6,3,7,0,55,20,9,0,14,22,61,0,0,15,18,0,8,44,10,0,80,35,46,6,10,13,0,0,3,4,49,0,349,49,0,145,5,3,35,33,3,0,40,55,3,0,34,30,0,8,0
2013,Serbia,866,0.09,0,8,20,0,115,12,7,0,5,88,10,0,0,138,11,5,0,5,5,0,23,11,20,5,0,6,0,3,18,0,39,0,137,4,0,15,6,4,28,0,0,0,10,28,3,0,42,11,0,10,0
2013,Serbia and Montenegro1,653,0.07,0,0,9,3,60,0,25,0,0,55,13,0,0,80,7,3,0,6,0,0,10,15,27,5,0,7,0,0,5,3,24,0,178,7,0,8,3,7,6,0,0,0,6,20,0,0,8,29,0,8,0
2013,Seychelles,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Sierra Leone,1651,0.17,0,0,22,0,67,7,10,9,10,14,55,0,0,21,10,7,0,3,0,0,355,47,10,38,0,12,0,0,3,0,116,0,201,47,0,80,5,4,172,5,5,0,19,57,0,0,200,17,0,11,0
2013,Singapore,835,0.08,4,0,7,0,244,7,14,0,0,17,15,6,0,27,0,4,0,0,5,0,21,20,12,5,0,5,0,0,9,0,31,0,123,17,0,7,5,7,16,0,0,0,8,98,11,0,20,46,0,3,0
2013,Slovakia,507,0.05,0,0,5,0,74,12,9,0,0,49,12,0,0,19,0,0,0,0,4,0,12,13,11,7,0,0,0,0,5,0,65,0,84,14,0,7,0,3,13,0,10,0,0,14,4,0,19,16,0,5,0
2013,Slovenia,62,0.01,0,0,0,0,18,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2013,Solomon Islands,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Somalia,3764,0.38,6,10,79,0,122,146,4,0,0,5,62,0,7,48,12,56,121,101,0,103,11,67,35,1184,0,101,0,150,3,0,0,0,109,24,55,297,0,72,24,0,0,8,97,175,47,10,66,265,0,69,5
2013,South Africa,2629,0.27,17,4,42,11,371,85,39,0,19,248,157,13,15,70,23,8,30,31,21,9,53,63,35,46,21,21,7,13,13,11,82,5,215,86,6,36,13,27,73,8,41,8,51,281,29,4,78,49,6,27,5
2013,South Sudan,59,0.01,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,3,4,0,0,3,0,0,0
2013,"Soviet Union, former",1264,0.13,7,0,4,3,269,9,9,3,3,133,10,5,0,52,5,0,0,3,5,0,36,49,11,17,0,9,0,3,12,0,53,0,350,7,0,27,0,6,41,0,6,0,8,24,4,3,30,22,0,7,0
2013,Spain,2480,0.25,13,0,23,0,418,19,32,0,41,562,35,6,4,75,18,8,6,9,7,0,39,114,31,17,0,20,0,7,10,6,96,11,304,31,0,23,7,27,71,6,11,0,14,190,15,0,48,47,0,18,0
2013,Sri Lanka,1847,0.19,0,0,7,4,392,6,44,0,0,50,34,0,3,48,6,6,32,14,9,0,113,53,30,26,11,16,0,7,27,3,122,0,337,33,0,52,7,11,22,0,0,0,13,134,13,5,73,42,0,23,0
2013,Sudan,1945,0.2,13,13,67,0,113,67,17,0,11,56,65,0,5,43,22,64,20,19,0,15,73,42,35,55,0,41,0,92,13,8,34,0,194,74,20,45,9,7,73,0,8,8,43,165,38,0,185,44,0,23,0
2013,Suriname,178,0.02,0,0,0,0,12,0,0,0,0,35,5,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,90,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
2013,Swaziland,15,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Sweden,1106,0.11,4,5,13,0,297,22,15,0,8,89,25,9,0,47,8,0,3,0,4,5,14,52,12,12,3,6,0,0,4,9,37,4,139,26,0,8,3,10,31,0,5,0,7,73,10,4,20,40,0,7,0
2013,Switzerland,697,0.07,0,0,5,0,168,10,20,0,0,82,8,11,0,18,5,0,0,0,4,4,12,33,6,9,0,7,3,3,4,0,30,0,99,9,0,12,3,10,18,0,0,0,0,42,7,0,10,15,0,5,6
2013,Syria,3366,0.34,20,0,52,19,902,19,79,0,4,165,44,0,0,328,32,5,23,38,12,4,46,120,204,16,0,37,0,11,10,7,184,4,155,50,5,147,36,27,162,28,22,6,22,178,5,0,67,21,20,19,0
2013,Taiwan,5385,0.54,9,0,42,8,2417,46,39,9,23,114,67,42,0,124,38,9,19,17,8,0,112,138,64,32,9,42,6,7,40,8,170,13,484,61,5,67,24,61,87,11,20,0,28,402,31,0,109,269,6,29,0
2013,Tajikistan,550,0.06,0,0,9,0,47,52,5,0,7,20,7,3,0,5,0,0,6,0,0,0,6,4,0,0,0,0,0,36,0,0,27,0,200,3,0,9,0,0,34,0,5,0,0,8,0,0,24,14,0,5,0
2013,Tanzania,837,0.08,13,0,17,3,52,7,6,0,15,34,22,0,3,31,4,15,32,12,4,0,64,42,21,36,0,12,0,4,4,12,13,8,42,24,0,42,4,4,27,6,13,3,31,93,11,0,16,22,0,6,0
2013,Thailand,7583,0.77,32,29,157,46,1362,151,62,4,38,362,196,102,46,235,109,109,39,79,36,18,90,159,105,496,18,77,5,186,138,9,100,20,605,231,7,118,24,107,130,9,36,114,119,659,99,20,202,286,5,175,8
2013,Togo,1257,0.13,0,0,10,0,21,16,30,0,16,12,72,0,0,129,23,21,5,7,3,0,154,20,8,83,0,15,0,69,6,0,55,0,211,72,0,22,0,4,35,7,0,4,11,32,6,0,50,7,0,8,0
2013,Tonga,348,0.04,0,7,9,0,156,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,16,0,0,0,0,0,13,80,0,3,20,0,0,0
2013,Trinidad and Tobago,4724,0.48,6,0,15,0,87,10,58,14,39,665,138,3,0,28,16,4,5,17,20,0,230,105,17,9,7,4,0,0,3,3,329,0,2341,57,0,19,6,0,115,8,18,0,13,184,0,0,70,17,5,3,0
2013,Tunisia,445,0.04,4,0,9,3,81,0,6,0,6,48,6,0,0,12,9,0,0,3,5,0,9,8,12,8,0,4,0,0,5,0,12,0,54,9,0,8,0,3,31,0,0,0,5,22,0,0,27,5,0,4,0
2013,Turkey,4144,0.42,22,0,25,20,544,23,97,24,15,266,85,0,0,153,23,7,10,19,32,4,95,182,62,31,12,33,4,3,16,8,550,5,719,56,0,73,14,29,160,5,21,3,19,305,4,0,197,114,3,38,4
2013,Turkmenistan,210,0.02,0,0,0,0,32,0,3,0,0,12,0,0,0,9,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,6,0,63,0,0,4,0,0,13,0,0,0,0,14,0,0,3,16,0,10,0
2013,Turks and Caicos Islands,50,0.01,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2013,U.S. Virgin Islands,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Uganda,1350,0.14,18,6,19,7,134,34,7,0,6,35,34,0,3,40,14,19,15,14,12,11,63,260,15,54,4,12,0,17,6,0,30,11,51,28,0,21,19,34,36,0,23,7,35,83,9,0,28,57,0,11,0
2013,Ukraine,8193,0.83,34,16,49,20,1021,89,154,14,16,429,108,12,23,958,44,15,21,27,32,9,142,224,234,101,24,69,16,25,51,25,511,14,1501,107,15,218,24,145,486,15,53,7,53,222,26,0,182,520,3,75,9
2013,United Arab Emirates,910,0.09,0,0,10,0,166,12,5,0,0,45,21,0,0,59,20,0,9,4,0,0,21,26,51,14,0,13,0,0,4,0,40,0,78,13,0,20,4,6,26,0,0,0,15,135,0,0,46,18,0,8,0
2013,United Kingdom,12984,1.31,61,16,219,41,2215,208,269,20,64,1293,380,30,25,347,127,46,54,65,55,42,284,533,248,140,23,84,16,25,98,88,549,32,1603,367,17,243,62,128,380,44,96,11,133,1162,96,33,346,418,19,103,7
2013,United States,319,0.03,0,0,8,0,53,3,3,0,0,31,10,4,0,7,0,0,0,0,0,0,10,7,0,0,0,0,0,0,6,0,22,0,44,5,0,0,0,0,3,0,4,0,0,48,3,0,18,7,0,0,0
2013,Uruguay,1352,0.14,0,0,3,3,60,4,26,0,5,415,97,0,0,14,0,6,3,0,0,0,17,73,4,4,0,0,3,0,9,5,256,0,122,21,0,8,0,0,27,0,18,0,8,48,22,0,39,4,0,5,0
2013,Uzbekistan,4382,0.44,7,0,14,4,248,53,27,0,9,195,40,0,0,90,14,0,6,11,4,0,105,23,47,21,3,22,0,4,7,0,85,0,2649,31,5,106,3,11,220,0,56,0,55,49,4,0,84,51,0,3,0
2013,Vanuatu,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Venezuela,9572,0.97,11,5,61,11,287,51,38,18,18,5558,229,0,7,97,39,14,12,24,58,4,80,139,27,34,7,29,0,15,25,4,181,5,417,140,0,68,50,15,106,21,40,0,45,1131,90,4,157,43,0,26,6
2013,Vietnam,27101,2.74,137,19,392,137,9769,438,140,45,17,1282,974,151,37,401,114,196,257,76,385,44,367,818,343,476,117,249,4,132,148,74,313,106,493,690,25,230,261,468,656,18,174,15,212,3390,132,17,759,1245,24,123,3
2013,Yemen,3532,0.36,22,0,0,15,557,3,9,8,5,9,8,0,0,87,29,0,0,7,33,3,7,0,733,31,62,7,0,0,0,0,14,0,1553,83,0,27,0,12,9,0,4,0,55,33,0,0,45,43,5,0,0
2013,Zambia,505,0.05,7,0,5,3,39,4,14,4,0,23,37,0,3,29,18,10,0,0,0,0,23,8,27,14,3,6,0,7,6,0,12,6,34,8,0,16,5,0,15,0,3,0,4,60,6,0,18,11,0,6,0
2013,Zimbabwe,924,0.09,7,0,36,0,63,14,6,0,4,36,55,3,4,15,47,3,6,17,6,0,40,45,25,19,6,5,3,10,7,8,29,0,35,28,0,39,0,5,39,0,3,3,9,164,0,0,47,13,3,5,4
2013,- Represents zero.,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"1 Yugoslavia (unknown republic) prior to February 7, 2003.",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Total,1016518,100.0,3685,1505,16908,2793,198379,10872,11252,2085,3169,109310,23792,5741,2202,36535,8008,4225,4861,5634,4382,1382,24787,29776,18185,13764,1587,6419,451,4442,10089,2103,51609,3359,141406,17152,1351,14641,4441,7379,23944,3297,4233,1108,8507,95295,6166,791,28477,22710,783,5997,414
2014,Afghanistan,10527,1.04,28,10,155,0,3458,159,75,17,55,198,283,21,50,119,50,27,40,80,20,48,346,101,57,33,0,93,4,95,71,6,98,61,660,200,15,121,15,98,104,4,49,15,104,1084,76,0,1703,360,9,35,6
2014,Albania,3828,0.38,0,9,22,6,78,3,193,0,9,355,21,3,0,217,5,3,3,3,0,9,46,484,430,0,0,51,0,0,28,16,221,0,968,42,0,74,3,5,276,0,10,0,13,90,3,0,46,23,0,52,0
2014,Algeria,1669,0.16,3,0,6,4,299,42,11,0,0,51,23,0,0,131,21,4,42,18,14,0,21,100,21,17,0,6,0,0,0,6,100,4,196,33,0,64,4,3,173,0,3,0,7,140,4,0,57,18,0,12,0
2014,Andorra,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Angola,148,0.01,0,0,0,0,6,0,0,0,0,10,0,0,0,9,0,0,0,0,6,7,3,37,0,0,0,0,0,0,0,0,7,0,10,7,0,0,0,0,4,5,0,0,0,16,4,0,0,0,0,0,0
2014,Anguilla,20,0.0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Antigua-Barbuda,369,0.04,0,0,0,0,8,0,4,0,0,44,25,0,0,0,0,0,0,0,4,0,4,5,3,0,0,0,0,0,0,0,23,0,162,0,0,0,4,0,10,0,0,0,0,14,0,0,7,0,0,0,0
2014,Argentina,3874,0.38,6,4,17,12,489,29,50,8,24,1365,77,10,6,72,26,0,4,12,18,0,73,58,19,25,0,31,0,4,38,4,165,0,377,60,0,35,7,26,80,8,18,0,19,300,98,0,88,33,0,38,0
2014,Armenia,2913,0.29,4,0,9,0,2205,6,10,0,0,38,8,0,0,19,0,0,3,0,0,0,39,70,20,5,0,4,0,0,60,0,48,0,168,9,0,26,0,5,28,0,22,0,0,30,19,0,19,17,0,5,0
2014,Aruba,40,0.0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
2014,Australia,2809,0.28,16,6,51,9,764,49,33,0,14,120,46,34,8,91,18,8,14,19,19,8,28,70,47,24,7,33,7,4,18,4,79,10,447,47,6,34,6,46,55,0,16,3,38,187,48,0,54,123,6,24,0
2014,Austria,438,0.04,0,0,8,0,123,7,5,0,3,43,12,0,0,8,4,0,0,0,3,0,9,11,14,0,0,3,0,0,4,0,12,0,72,15,0,4,0,3,5,0,0,0,3,16,0,0,13,12,0,4,0
2014,Azerbaijan,672,0.07,0,0,8,0,159,3,8,0,5,26,13,0,0,24,0,0,3,5,3,0,25,23,10,4,0,12,0,0,0,0,21,0,145,6,4,7,0,5,13,0,0,0,5,52,5,0,32,27,0,4,0
2014,Bahamas,654,0.06,8,0,0,6,11,4,4,0,0,375,43,0,0,11,6,0,0,6,7,0,13,0,7,7,0,4,0,0,0,0,11,0,23,19,0,3,5,0,11,0,5,0,5,26,0,0,7,0,0,0,0
2014,Bahrain,122,0.01,0,0,0,0,18,0,0,0,0,0,4,0,0,6,0,0,3,0,0,0,3,0,9,0,0,0,0,0,0,0,5,0,9,0,0,3,0,4,8,0,0,0,0,20,0,0,3,0,0,0,0
2014,Bangladesh,14645,1.44,31,3,83,22,827,21,271,30,16,657,373,4,4,127,31,10,35,8,26,0,249,285,846,48,14,28,0,7,67,4,1020,21,7449,80,9,71,32,32,376,3,15,0,74,712,9,0,487,67,3,31,0
2014,Barbados,384,0.04,0,0,0,0,5,0,6,3,3,47,8,0,0,3,6,0,0,0,0,0,8,19,0,0,0,0,0,0,0,0,27,0,185,6,0,0,0,0,13,0,0,0,0,18,0,0,8,0,0,0,0
2014,Belarus,2015,0.2,3,0,18,0,283,45,40,7,3,144,21,3,0,146,7,0,0,4,0,3,40,86,21,56,0,7,0,3,14,9,139,0,481,56,0,23,0,0,101,8,15,0,8,53,3,0,51,84,0,12,0
2014,Belgium,632,0.06,3,0,8,0,122,10,8,0,11,59,24,4,0,14,4,0,0,5,14,0,20,25,3,4,0,10,0,0,4,0,19,0,94,19,0,10,0,5,16,0,6,0,8,50,5,0,19,12,0,0,0
2014,Belize,789,0.08,4,0,5,0,282,8,0,0,0,70,17,3,0,69,5,0,0,4,8,0,7,4,3,0,0,7,0,0,8,0,5,0,130,14,0,3,0,7,13,0,3,0,3,88,0,0,4,4,0,3,0
2014,Benin,517,0.05,3,0,4,0,8,10,8,0,4,5,22,0,0,39,14,5,4,4,0,0,56,14,0,26,0,0,0,36,0,0,15,0,75,17,0,15,5,0,35,0,0,0,0,27,0,0,44,3,0,3,0
2014,Bermuda,106,0.01,4,0,0,0,11,0,5,3,0,19,14,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,7,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Bhutan,7298,0.72,0,10,183,0,50,240,18,0,0,28,362,0,67,179,13,57,53,202,0,0,118,264,156,96,0,133,0,157,25,102,0,11,573,377,267,826,0,54,989,0,10,174,172,629,112,198,174,165,0,44,0
2014,Bolivia,1719,0.17,3,0,5,9,133,5,15,0,10,265,12,0,0,29,7,0,0,5,11,0,98,20,5,0,3,5,0,0,11,6,70,0,142,15,3,4,8,6,7,58,7,0,3,101,33,0,567,11,0,11,0
2014,Bosnia-Herzegovina,693,0.07,0,0,16,3,42,9,12,0,0,42,27,0,5,64,14,30,6,25,6,0,5,17,39,16,0,37,0,0,10,6,18,0,84,12,3,6,0,6,20,0,0,3,5,37,8,3,19,18,0,9,0
2014,Botswana,58,0.01,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,8,0,0,3,0,0,4,0
2014,Brazil,10429,1.03,31,9,79,15,1162,67,350,11,31,2220,349,31,18,168,62,22,26,25,61,15,211,1543,113,78,14,53,8,16,77,59,812,10,901,159,5,92,24,41,190,38,66,0,53,579,132,10,194,138,7,30,4
2014,British Virgin Islands,56,0.01,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2014,Brunei,25,0.0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Bulgaria,2981,0.29,7,10,64,0,309,66,25,20,11,245,109,3,6,544,23,8,8,16,16,10,73,167,39,29,3,38,5,0,131,8,134,5,218,40,3,44,8,25,95,8,26,0,19,87,7,0,123,97,4,36,0
2014,Burkina Faso,583,0.06,0,0,0,8,12,7,0,0,3,4,17,0,0,15,7,0,0,0,0,0,43,0,0,6,0,3,0,23,0,0,44,0,236,0,0,22,3,0,27,0,0,0,0,54,3,0,14,7,3,4,0
2014,Burma,11144,1.1,4,8,212,17,797,262,29,0,0,269,471,11,96,445,988,365,237,197,36,4,364,75,366,464,0,153,0,289,23,7,43,4,905,487,0,190,321,86,145,12,46,75,217,1694,100,12,98,231,7,274,0
2014,Burundi,273,0.03,0,0,15,0,10,8,3,0,0,4,3,0,8,9,0,5,0,9,0,17,11,12,3,3,0,0,0,0,0,6,0,0,26,0,9,9,0,0,0,0,0,3,9,67,4,0,0,4,0,0,0
2014,Cambodia,2536,0.25,8,0,32,10,730,27,20,0,0,59,53,10,0,35,13,17,15,36,17,16,24,246,27,124,12,10,3,7,15,6,23,0,45,26,3,75,22,29,106,38,5,0,20,268,17,0,57,212,0,10,0
2014,Cameroon,3943,0.39,24,9,49,20,144,26,15,44,90,51,200,0,0,84,20,16,21,27,22,4,1320,149,68,151,6,23,0,25,15,7,105,10,124,56,16,122,71,8,73,0,15,4,16,486,6,0,151,17,3,24,0
2014,Canada,11586,1.14,82,38,287,39,2081,155,124,11,31,949,269,80,42,325,129,78,39,65,65,65,147,351,451,153,19,98,33,29,169,70,348,36,1200,288,41,238,47,115,234,29,101,30,136,987,138,42,228,760,22,74,12
2014,Cape Verde,1154,0.11,0,0,0,0,0,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,918,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,172,5,0,3,9,0,0,0,0,0,0,0
2014,Cayman Islands,48,0.0,0,0,0,0,0,0,0,0,0,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Central African Republic,155,0.02,0,0,20,0,3,8,0,0,0,0,9,0,0,4,0,0,0,3,0,0,14,19,0,0,0,3,0,0,0,0,0,0,24,11,0,6,0,6,0,0,0,0,0,3,0,0,9,0,0,0,0
2014,Chad,119,0.01,0,0,4,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,17,5,0,0,0,0,0,3,0,0,7,0,25,0,11,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0
2014,Chile,1581,0.16,8,0,32,7,232,16,14,3,8,377,31,5,4,26,0,14,0,11,9,0,27,31,9,24,4,5,0,0,13,0,91,3,184,23,0,5,9,19,22,3,4,0,6,122,78,3,40,28,0,11,0
2014,"China, People's Republic",76089,7.49,257,55,527,127,23296,391,548,155,396,1792,1144,544,105,2246,527,220,253,222,267,73,1506,2554,782,513,156,436,63,105,605,130,2008,94,20419,841,53,1017,215,678,1826,123,266,45,444,3614,258,43,1246,2113,74,462,32
2014,Christmas Island,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Colombia,18175,1.79,46,7,111,15,959,64,359,26,43,6206,553,12,23,298,68,21,44,53,101,4,279,536,42,64,26,45,7,40,95,49,1954,35,2664,375,4,112,45,40,286,148,173,0,99,1268,71,6,374,112,8,47,0
